x,y,R_c,V_target
270.682,91.3106,13.088974027776567,9.678146300438977
274.949,89.1772,19.427684500061268,10.303459973998825
279.358,87.3042,17.58187419589742,11.11111111111111
283.909,85.6953,68.63403261965418,11.1591123856095
288.602,84.3531,27.54443798940028,11.11111111111111
293.446,83.2883,17.910644328894524,11.11111111111111
298.428,82.491,72.39946273659714,11.1591123856095
303.556,81.9622,76.33447334652638,11.1591123856095
308.848,81.6693,81.17862803920929,11.1591123856095
314.325,81.5065,86.56597359098387,11.1591123856095
320.023,81.3845,94.14706825322672,11.1591123856095
325.974,81.2733,1055619294594.1854,11.1591123856095
332.176,81.1662,95.50407507410468,11.1591123856095
338.625,81.0609,103.4179926552474,11.1591123856095
345.194,80.9577,772.5763061920817,11.1591123856095
351.861,80.854,130.00596518057984,11.1591123856095
358.808,80.7464,119.32417223415408,11.1591123856095
365.96,80.6364,3144847745467.1675,11.1591123856095
373.304,80.5253,153.8113653575019,11.1591123856095
380.84,80.4138,161.3413652636579,11.1591123856095
388.564,80.3024,198.489744575487,11.1591123856095
396.474,80.1912,176.94136496150023,11.1591123856095
404.566,80.0807,185.01136489686365,11.1591123856095
412.733,79.9715,212.6902409439754,11.1591123856095
420.866,79.862,185.0113648616908,11.1591123856095
429.075,79.7535,1444.579603518078,11.1591123856095
437.419,79.6441,174.47747595740765,11.1591123856095
445.905,79.5296,1447.2300274496151,11.1591123856095
454.53,79.4087,1437.1980612349746,11.1591123856095
463.11,79.2847,196.0630658456033,11.1591123856095
471.241,79.1692,1263.6317376070804,11.1591123856095
478.876,79.0692,151.32156357127096,11.1591123856095
486.02,79.0031,1086.3175220995774,11.1591123856095
492.675,78.9899,114.49096247747777,11.1591123856095
498.804,79.0249,87.4472640782167,11.1591123856095
504.39,79.1046,557807880969.6919,11.1591123856095
509.489,79.2369,48.83071917198965,19.955718004509144
514.106,79.4355,53.54857100682109,19.955718004509144
518.328,79.8103,20.74563562688268,11.11111111111111
522.358,80.5461,200338157517.3476,10.887441696613456
526.254,81.6753,48.53552231858324,9.785263176557656
530.072,83.1891,9.72461359363934,9.089571887144071
533.856,85.0225,28.54947861353093,9.181519384588952
537.603,87.1621,11.823310714716085,8.525927175674953
541.254,89.6434,7.263305389577108,7.7830204162359
544.763,92.4859,8.85371294906503,8.184286371533064
548.13,95.6549,7.717487692092895,7.869444391829431
551.332,99.1334,97.77700130118389,8.04287035489657
554.307,102.917,11.147863876452472,9.732021962016924
556.963,107.015,65698878935.47711,6.444714896079803
559.237,111.423,5.200046726805578,6.646773427080254
561.132,116.101,5.577739890034577,5.720305103433686
562.684,120.986,7.662383228475514,7.257966137292335
563.839,126.052,6.496093847483593,7.429051980449498
564.555,131.264,7.077452975126414,7.754356225804565
564.788,136.587,7.966127101925826,8.231255475898408
564.536,141.98,65242760336.3323,8.338932488648101
563.848,147.328,8.238698807097295,8.366360323570886
562.759,152.743,11.926036840349475,7.862032242809142
561.156,158.105,25.80367454811124,7.69379834623804
559.017,163.261,19.841491411645688,6.338266663968269
556.387,168.098,15.842627451059045,7.426630748029442
553.426,172.608,5.67212011313238,6.941925704000508
550.247,176.855,9.852098332531616,9.101120383420165
546.848,180.816,10.761463514391137,6.8401005188345305
543.155,184.337,4.966247039365993,6.49563198206714
539.186,187.376,8.221322282602294,6.48531347392399
534.937,189.929,7.700632074382541,8.08854561097347
530.457,192.094,16.46550322061399,6.637166745373379
525.898,194.216,inf,8.267649202771118
521.303,196.39,8.035924074785552,7.001055827174477
516.62,198.571,15.567362265467466,6.844972474306794
511.793,200.719,8.586385586360828,7.062612449042994
506.771,202.664,8.664575068475232,7.402045819722379
501.566,204.348,8.821124318738038,7.546720979963657
496.19,205.865,9.197722934170864,8.83990124638186
490.63,207.212,43.198284013191966,8.607870160418342
484.865,208.389,12.37143183401588,8.460769481798307
478.886,209.475,9.182075609368804,8.832378749645951
472.691,210.493,11.43612668037909,9.118279135166148
466.282,211.447,14.156702035248864,9.407455560107191
459.661,212.364,12.860936607343952,10.453062585470184
452.826,213.197,12.24969318964038,10.201636797062749
445.777,213.902,15.837429571799216,10.621694458115558
438.518,214.46,14.13409167995229,10.958249993172936
431.05,214.891,15.939666149047698,11.11111111111111
423.38,215.223,17.405421027518972,11.11111111111111
415.516,215.418,1163.4825265366917,11.11111111111111
407.459,215.5,18.496624995422167,11.11111111111111
399.224,215.532,19.04462499613584,11.11111111111111
390.931,215.545,19.0446249957607,11.1591123856095
382.661,215.556,19.04462499675161,11.1591123856095
374.354,215.567,807303978813.4175,11.25510564473078
365.928,215.577,20.16462499632712,12.118186663192729
357.355,215.586,inf,15.363115483011509
348.636,215.592,2272719880113.8604,15.363115483011509
